age,gender,primary_device,educational_to_recreational_ratio,health_impacts,urban_or_rural,age_group,usage_category,health_impact_level,daily_screen_time_min,screen_time_risk
12,Female,Laptop,0.39,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,273,Excessive Usage
8,Female,Smartphone,0.42,None,Urban,5-10 yrs,Balanced,Moderate Risk,62,Within Limit
16,Male,Smartphone,0.42,Anxiety,Urban,16-20 yrs,Balanced,Moderate Risk,219,Excessive Usage
12,Male,Laptop,0.31,None,Rural,11-15 yrs,Mostly Recreational,High Risk,322,Excessive Usage
13,Female,Tv,0.35,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,233,Excessive Usage
11,Male,Tv,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,203,Excessive Usage
13,Female,Laptop,0.46,None,Rural,11-15 yrs,Balanced,Moderate Risk,146,Slightly Over Limit
15,Female,Tablet,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,243,Excessive Usage
10,Female,Tablet,0.41,None,Urban,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
12,Male,Laptop,0.37,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,267,Excessive Usage
9,Female,Tv,0.49,None,Urban,5-10 yrs,Balanced,Moderate Risk,120,Slightly Over Limit
14,Female,Tablet,0.42,None,Urban,11-15 yrs,Balanced,Moderate Risk,283,Excessive Usage
17,Female,Tv,0.49,None,Rural,16-20 yrs,Balanced,Moderate Risk,172,Slightly Over Limit
17,Male,Laptop,0.47,None,Urban,16-20 yrs,Balanced,Moderate Risk,299,Excessive Usage
18,Female,Laptop,0.33,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,309,Excessive Usage
17,Male,Smartphone,0.43,None,Rural,16-20 yrs,Balanced,Moderate Risk,150,Within Limit
13,Male,Smartphone,0.46,None,Rural,11-15 yrs,Balanced,Moderate Risk,182,Excessive Usage
11,Female,Tablet,0.36,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,298,Excessive Usage
12,Female,Tv,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,338,Excessive Usage
8,Male,Smartphone,0.41,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,293,Excessive Usage
14,Male,Laptop,0.35,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,203,Excessive Usage
15,Male,Tv,0.35,"Poor Sleep, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,205,Excessive Usage
16,Male,Smartphone,0.36,None,Urban,16-20 yrs,Mostly Recreational,High Risk,157,Slightly Over Limit
15,Male,Tv,0.47,"Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,284,Excessive Usage
12,Female,Laptop,0.35,None,Rural,11-15 yrs,Mostly Recreational,High Risk,98,Within Limit
10,Male,Tv,0.49,None,Urban,5-10 yrs,Balanced,Moderate Risk,341,Excessive Usage
17,Male,Tv,0.34,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,301,Excessive Usage
18,Female,Smartphone,0.41,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,347,Excessive Usage
16,Female,Laptop,0.42,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,330,Excessive Usage
13,Female,Tv,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,369,Excessive Usage
12,Female,Laptop,0.45,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,182,Excessive Usage
10,Female,Tv,0.44,"Poor Sleep, Anxiety",Rural,5-10 yrs,Balanced,Moderate Risk,263,Excessive Usage
13,Female,Smartphone,0.49,Anxiety,Urban,11-15 yrs,Balanced,Moderate Risk,240,Excessive Usage
10,Female,Smartphone,0.58,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,404,Excessive Usage
17,Male,Tv,0.35,None,Urban,16-20 yrs,Mostly Recreational,High Risk,130,Within Limit
13,Female,Smartphone,0.5,Poor Sleep,Urban,11-15 yrs,Mostly Educational,Low Risk,370,Excessive Usage
11,Female,Tv,0.49,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,297,Excessive Usage
9,Male,Smartphone,0.58,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,298,Excessive Usage
15,Male,Laptop,0.36,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,269,Excessive Usage
11,Female,Laptop,0.37,None,Rural,11-15 yrs,Mostly Recreational,High Risk,245,Excessive Usage
16,Male,Laptop,0.41,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,299,Excessive Usage
14,Male,Smartphone,0.47,None,Urban,11-15 yrs,Balanced,Moderate Risk,280,Excessive Usage
9,Male,Tablet,0.51,"Poor Sleep, Eye Strain, Obesity Risk",Urban,5-10 yrs,Mostly Educational,Low Risk,220,Excessive Usage
11,Male,Smartphone,0.44,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,304,Excessive Usage
12,Male,Laptop,0.33,None,Rural,11-15 yrs,Mostly Recreational,High Risk,371,Excessive Usage
10,Male,Tv,0.41,None,Urban,5-10 yrs,Balanced,Moderate Risk,179,Excessive Usage
16,Male,Tablet,0.43,"Poor Sleep, Obesity Risk",Rural,16-20 yrs,Balanced,Moderate Risk,297,Excessive Usage
12,Female,Tv,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,324,Excessive Usage
9,Male,Tv,0.45,None,Rural,5-10 yrs,Balanced,Moderate Risk,4,Within Limit
18,Female,Smartphone,0.47,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,406,Excessive Usage
10,Male,Smartphone,0.53,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,525,Excessive Usage
16,Male,Smartphone,0.31,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Mostly Recreational,High Risk,294,Excessive Usage
14,Male,Laptop,0.42,None,Rural,11-15 yrs,Balanced,Moderate Risk,215,Excessive Usage
9,Female,Tablet,0.5,Eye Strain,Urban,5-10 yrs,Mostly Educational,Low Risk,237,Excessive Usage
16,Male,Smartphone,0.45,Anxiety,Urban,16-20 yrs,Balanced,Moderate Risk,208,Slightly Over Limit
11,Female,Smartphone,0.39,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,351,Excessive Usage
16,Female,Smartphone,0.37,Eye Strain,Rural,16-20 yrs,Mostly Recreational,High Risk,299,Excessive Usage
9,Male,Tv,0.56,None,Rural,5-10 yrs,Mostly Educational,Low Risk,163,Excessive Usage
17,Male,Smartphone,0.49,None,Urban,16-20 yrs,Balanced,Moderate Risk,173,Slightly Over Limit
11,Male,Tv,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,370,Excessive Usage
12,Male,Smartphone,0.35,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,394,Excessive Usage
9,Female,Tv,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,51,Within Limit
17,Female,Smartphone,0.38,Anxiety,Rural,16-20 yrs,Mostly Recreational,High Risk,272,Excessive Usage
8,Female,Tablet,0.44,None,Urban,5-10 yrs,Balanced,Moderate Risk,47,Within Limit
14,Female,Tv,0.39,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,264,Excessive Usage
17,Female,Smartphone,0.32,None,Urban,16-20 yrs,Mostly Recreational,High Risk,86,Within Limit
8,Female,Tablet,0.52,"Poor Sleep, Eye Strain",Rural,5-10 yrs,Mostly Educational,Low Risk,565,Excessive Usage
18,Male,Tablet,0.37,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Mostly Recreational,High Risk,331,Excessive Usage
18,Female,Smartphone,0.37,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,389,Excessive Usage
15,Male,Smartphone,0.33,"Poor Sleep, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,196,Excessive Usage
10,Male,Tablet,0.57,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,320,Excessive Usage
17,Female,Tv,0.35,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,213,Excessive Usage
13,Female,Smartphone,0.37,None,Rural,11-15 yrs,Mostly Recreational,High Risk,107,Within Limit
14,Male,Tv,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,242,Excessive Usage
17,Male,Laptop,0.32,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,311,Excessive Usage
8,Male,Tv,0.46,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,317,Excessive Usage
13,Female,Tv,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,229,Excessive Usage
14,Male,Smartphone,0.38,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,317,Excessive Usage
13,Male,Smartphone,0.39,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,276,Excessive Usage
11,Female,Tv,0.36,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,377,Excessive Usage
8,Female,Smartphone,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,188,Excessive Usage
18,Male,Smartphone,0.38,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,226,Excessive Usage
16,Male,Tv,0.4,None,Urban,16-20 yrs,Balanced,Moderate Risk,125,Within Limit
11,Female,Tablet,0.42,"Poor Sleep, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,392,Excessive Usage
14,Female,Smartphone,0.37,None,Rural,11-15 yrs,Mostly Recreational,High Risk,146,Slightly Over Limit
14,Female,Smartphone,0.49,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,311,Excessive Usage
9,Female,Tv,0.52,None,Rural,5-10 yrs,Mostly Educational,Low Risk,284,Excessive Usage
8,Male,Smartphone,0.41,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,235,Excessive Usage
15,Male,Tv,0.37,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,299,Excessive Usage
15,Female,Laptop,0.32,None,Urban,11-15 yrs,Mostly Recreational,High Risk,176,Slightly Over Limit
14,Male,Tablet,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,214,Excessive Usage
15,Male,Tablet,0.38,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,385,Excessive Usage
10,Male,Tv,0.51,None,Rural,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
18,Female,Tablet,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Educational,Low Risk,302,Excessive Usage
9,Female,Tv,0.52,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
14,Female,Laptop,0.32,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,316,Excessive Usage
15,Male,Smartphone,0.34,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,242,Excessive Usage
8,Male,Tv,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,119,Slightly Over Limit
17,Female,Smartphone,0.4,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,265,Excessive Usage
16,Male,Smartphone,0.33,None,Urban,16-20 yrs,Mostly Recreational,High Risk,269,Excessive Usage
18,Male,Tablet,0.41,None,Urban,16-20 yrs,Balanced,Moderate Risk,186,Slightly Over Limit
11,Male,Smartphone,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,325,Excessive Usage
11,Female,Tv,0.41,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,284,Excessive Usage
10,Male,Tablet,0.42,Obesity Risk,Urban,5-10 yrs,Balanced,Moderate Risk,215,Excessive Usage
13,Female,Smartphone,0.35,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,252,Excessive Usage
8,Female,Tablet,0.4,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,193,Excessive Usage
13,Male,Tablet,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,132,Slightly Over Limit
9,Male,Tablet,0.47,None,Urban,5-10 yrs,Balanced,Moderate Risk,160,Excessive Usage
16,Male,Smartphone,0.44,None,Rural,16-20 yrs,Balanced,Moderate Risk,267,Excessive Usage
9,Male,Smartphone,0.51,None,Rural,5-10 yrs,Mostly Educational,Low Risk,60,Within Limit
14,Female,Laptop,0.42,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,289,Excessive Usage
8,Male,Tablet,0.49,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,311,Excessive Usage
14,Male,Tablet,0.49,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,251,Excessive Usage
12,Male,Laptop,0.42,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,263,Excessive Usage
15,Female,Smartphone,0.34,None,Urban,11-15 yrs,Mostly Recreational,High Risk,145,Slightly Over Limit
11,Female,Smartphone,0.46,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,233,Excessive Usage
17,Female,Tv,0.33,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,354,Excessive Usage
14,Male,Laptop,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,222,Excessive Usage
13,Male,Laptop,0.5,Poor Sleep,Rural,11-15 yrs,Mostly Educational,Low Risk,337,Excessive Usage
12,Male,Laptop,0.36,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,323,Excessive Usage
11,Female,Tablet,0.32,Anxiety,Rural,11-15 yrs,Mostly Recreational,High Risk,278,Excessive Usage
14,Male,Tv,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,357,Excessive Usage
12,Male,Smartphone,0.32,"Anxiety, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,247,Excessive Usage
12,Female,Tv,0.4,None,Urban,11-15 yrs,Balanced,Moderate Risk,199,Excessive Usage
8,Female,Tv,0.42,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,222,Excessive Usage
12,Female,Tv,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,173,Slightly Over Limit
10,Male,Smartphone,0.47,"Poor Sleep, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,181,Excessive Usage
9,Male,Smartphone,0.54,Eye Strain,Urban,5-10 yrs,Mostly Educational,Low Risk,271,Excessive Usage
11,Female,Laptop,0.44,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,227,Excessive Usage
11,Male,Smartphone,0.37,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,367,Excessive Usage
11,Male,Smartphone,0.47,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,311,Excessive Usage
11,Female,Laptop,0.42,"Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,286,Excessive Usage
10,Female,Smartphone,0.53,"Eye Strain, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,268,Excessive Usage
14,Male,Smartphone,0.47,None,Rural,11-15 yrs,Balanced,Moderate Risk,169,Slightly Over Limit
16,Female,Tablet,0.4,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,241,Excessive Usage
12,Female,Laptop,0.42,Eye Strain,Urban,11-15 yrs,Balanced,Moderate Risk,259,Excessive Usage
11,Male,Smartphone,0.49,None,Rural,11-15 yrs,Balanced,Moderate Risk,304,Excessive Usage
18,Female,Smartphone,0.31,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,257,Excessive Usage
9,Female,Tv,0.54,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Mostly Educational,Low Risk,466,Excessive Usage
9,Female,Tablet,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,120,Slightly Over Limit
12,Female,Smartphone,0.4,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,395,Excessive Usage
14,Male,Smartphone,0.46,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,290,Excessive Usage
17,Male,Smartphone,0.42,None,Rural,16-20 yrs,Balanced,Moderate Risk,150,Within Limit
17,Male,Smartphone,0.35,"Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,284,Excessive Usage
16,Female,Laptop,0.35,Anxiety,Rural,16-20 yrs,Mostly Recreational,High Risk,355,Excessive Usage
14,Female,Smartphone,0.49,Anxiety,Rural,11-15 yrs,Balanced,Moderate Risk,295,Excessive Usage
12,Male,Smartphone,0.48,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,251,Excessive Usage
17,Female,Smartphone,0.47,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,289,Excessive Usage
17,Male,Tablet,0.5,Poor Sleep,Urban,16-20 yrs,Mostly Educational,Low Risk,196,Slightly Over Limit
17,Female,Smartphone,0.37,None,Urban,16-20 yrs,Mostly Recreational,High Risk,309,Excessive Usage
13,Female,Laptop,0.47,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,304,Excessive Usage
18,Female,Smartphone,0.4,Anxiety,Urban,16-20 yrs,Balanced,Moderate Risk,262,Excessive Usage
10,Female,Smartphone,0.45,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,402,Excessive Usage
12,Male,Smartphone,0.41,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,259,Excessive Usage
15,Male,Laptop,0.46,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,289,Excessive Usage
8,Female,Tablet,0.47,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,274,Excessive Usage
8,Male,Tv,0.59,Obesity Risk,Urban,5-10 yrs,Mostly Educational,Low Risk,489,Excessive Usage
14,Female,Smartphone,0.37,"Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,376,Excessive Usage
12,Male,Tablet,0.36,None,Rural,11-15 yrs,Mostly Recreational,High Risk,148,Slightly Over Limit
12,Female,Tv,0.37,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,270,Excessive Usage
8,Male,Tv,0.48,None,Rural,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
16,Female,Laptop,0.39,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,232,Excessive Usage
8,Male,Tablet,0.6,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,197,Excessive Usage
12,Female,Tv,0.49,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,392,Excessive Usage
17,Male,Smartphone,0.38,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,284,Excessive Usage
16,Female,Smartphone,0.43,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,284,Excessive Usage
11,Male,Laptop,0.48,None,Urban,11-15 yrs,Balanced,Moderate Risk,89,Within Limit
15,Female,Laptop,0.37,Poor Sleep,Rural,11-15 yrs,Mostly Recreational,High Risk,224,Excessive Usage
13,Female,Laptop,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,234,Excessive Usage
18,Male,Tablet,0.4,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,272,Excessive Usage
11,Male,Smartphone,0.33,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,248,Excessive Usage
9,Male,Tablet,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,158,Excessive Usage
8,Female,Smartphone,0.48,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,202,Excessive Usage
15,Male,Tv,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,327,Excessive Usage
8,Male,Tv,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,190,Excessive Usage
18,Male,Smartphone,0.46,None,Urban,16-20 yrs,Balanced,Moderate Risk,103,Within Limit
8,Male,Tablet,0.59,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,561,Excessive Usage
11,Male,Laptop,0.36,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,223,Excessive Usage
17,Female,Smartphone,0.31,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,325,Excessive Usage
17,Male,Smartphone,0.41,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,344,Excessive Usage
13,Male,Smartphone,0.35,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,183,Excessive Usage
16,Male,Smartphone,0.32,"Eye Strain, Anxiety",Urban,16-20 yrs,Mostly Recreational,High Risk,278,Excessive Usage
8,Female,Tv,0.49,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,436,Excessive Usage
14,Male,Smartphone,0.39,"Eye Strain, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,316,Excessive Usage
17,Female,Smartphone,0.46,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,284,Excessive Usage
18,Female,Laptop,0.47,Anxiety,Urban,16-20 yrs,Balanced,Moderate Risk,220,Excessive Usage
12,Male,Smartphone,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,270,Excessive Usage
15,Male,Smartphone,0.39,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,387,Excessive Usage
14,Male,Smartphone,0.48,None,Rural,11-15 yrs,Balanced,Moderate Risk,201,Excessive Usage
11,Female,Smartphone,0.49,Eye Strain,Urban,11-15 yrs,Balanced,Moderate Risk,250,Excessive Usage
11,Male,Smartphone,0.39,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,292,Excessive Usage
13,Female,Laptop,0.39,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,218,Excessive Usage
13,Male,Laptop,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,401,Excessive Usage
16,Female,Tv,0.33,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,270,Excessive Usage
12,Female,Laptop,0.36,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,292,Excessive Usage
15,Male,Tv,0.36,None,Urban,11-15 yrs,Mostly Recreational,High Risk,254,Excessive Usage
12,Female,Tv,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,214,Excessive Usage
9,Female,Smartphone,0.56,"Poor Sleep, Eye Strain, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,301,Excessive Usage
13,Male,Smartphone,0.48,"Eye Strain, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,209,Excessive Usage
16,Male,Smartphone,0.49,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,244,Excessive Usage
10,Male,Tablet,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,470,Excessive Usage
8,Female,Tv,0.49,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,629,Excessive Usage
8,Male,Smartphone,0.49,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,419,Excessive Usage
10,Male,Smartphone,0.46,"Poor Sleep, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,198,Excessive Usage
17,Male,Smartphone,0.48,"Anxiety, Obesity Risk",Rural,16-20 yrs,Balanced,Moderate Risk,280,Excessive Usage
12,Female,Smartphone,0.31,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,276,Excessive Usage
10,Female,Smartphone,0.55,"Poor Sleep, Eye Strain, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,424,Excessive Usage
16,Male,Smartphone,0.32,None,Urban,16-20 yrs,Mostly Recreational,High Risk,162,Slightly Over Limit
15,Female,Smartphone,0.33,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,208,Excessive Usage
10,Male,Tv,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
16,Male,Laptop,0.36,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,212,Excessive Usage
13,Female,Smartphone,0.45,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,377,Excessive Usage
14,Female,Tablet,0.38,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,234,Excessive Usage
11,Male,Laptop,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15 yrs,Mostly Recreational,High Risk,218,Excessive Usage
11,Male,Tv,0.46,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,346,Excessive Usage
9,Male,Tv,0.56,None,Rural,5-10 yrs,Mostly Educational,Low Risk,137,Slightly Over Limit
12,Female,Smartphone,0.36,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,244,Excessive Usage
15,Female,Laptop,0.45,Anxiety,Rural,11-15 yrs,Balanced,Moderate Risk,187,Excessive Usage
14,Male,Smartphone,0.39,"Poor Sleep, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,298,Excessive Usage
14,Male,Laptop,0.4,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,242,Excessive Usage
13,Female,Smartphone,0.41,None,Urban,11-15 yrs,Balanced,Moderate Risk,301,Excessive Usage
10,Female,Tv,0.46,Eye Strain,Urban,5-10 yrs,Balanced,Moderate Risk,427,Excessive Usage
12,Female,Tablet,0.32,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,202,Excessive Usage
8,Female,Smartphone,0.43,None,Rural,5-10 yrs,Balanced,Moderate Risk,151,Excessive Usage
14,Male,Laptop,0.42,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,206,Excessive Usage
16,Male,Smartphone,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,419,Excessive Usage
8,Male,Tv,0.51,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,307,Excessive Usage
9,Female,Smartphone,0.53,Anxiety,Rural,5-10 yrs,Mostly Educational,Low Risk,401,Excessive Usage
10,Male,Tablet,0.51,"Poor Sleep, Eye Strain, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,460,Excessive Usage
10,Male,Tablet,0.42,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,380,Excessive Usage
15,Male,Smartphone,0.42,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,397,Excessive Usage
14,Male,Laptop,0.42,Anxiety,Urban,11-15 yrs,Balanced,Moderate Risk,281,Excessive Usage
13,Male,Smartphone,0.34,None,Rural,11-15 yrs,Mostly Recreational,High Risk,312,Excessive Usage
17,Female,Laptop,0.38,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,290,Excessive Usage
17,Male,Smartphone,0.48,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,296,Excessive Usage
18,Male,Smartphone,0.38,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,313,Excessive Usage
